meta.code,th
เป้าหมายวันนี้: {0} / {1} คำ ({2}%),เป้าหมายวันนี้: {0} / {1} คำ ({2}%)
เปิด,เปิด
เปิด: ,เปิด: 
"เปิดกระดาน ""","เปิดกระดาน """
เปิดกระดานนี้,เปิดกระดานนี้
เปิดกระดานอื่น,เปิดกระดานอื่น
เปิดคลังรูป,เปิดคลังรูป
เปิดคลังรูป ({0}+{1}+G),เปิดคลังรูป ({0}+{1}+G)
เปิดคลังรูปไม่สำเร็จ,เปิดคลังรูปไม่สำเร็จ
เปิดคู่กับผัง,เปิดคู่กับผัง
เปิดฉาก,เปิดฉาก
เปิดฉากก่อน,เปิดฉากก่อน
เปิดฉากก่อนจึงจะดู Markdown ได้,เปิดฉากก่อนจึงจะดู Markdown ได้
เปิดฉากก่อนจึงจะแทรกรูปได้,เปิดฉากก่อนจึงจะแทรกรูปได้
เปิดฉากก่อนจึงจะเปลี่ยนรูปตัวพิมพ์ได้,เปิดฉากก่อนจึงจะเปลี่ยนรูปตัวพิมพ์ได้
เปิดฉากก่อนจึงจะไปยังหน้า/ฉากได้,เปิดฉากก่อนจึงจะไปยังหน้า/ฉากได้
เปิดฉากก่อนจึงจะไปยังหน้าได้,เปิดฉากก่อนจึงจะไปยังหน้าได้
เปิดฉากก่อนจึงจะสลับโหมดได้,เปิดฉากก่อนจึงจะสลับโหมดได้
เปิดฉากก่อน แล้วพิมพ์ทางเลือกในวงเล็บเหลี่ยม เช่น [ไปตลาด],เปิดฉากก่อน แล้วพิมพ์ทางเลือกในวงเล็บเหลี่ยม เช่น [ไปตลาด]
เปิดฉากที่เป็นบทภาพยนตร์ก่อน จึงจะลบ element ตามประเภทได้,เปิดฉากที่เป็นบทภาพยนตร์ก่อน จึงจะลบ element ตามประเภทได้
เปิดฉากนี้ในพื้นที่เขียน,เปิดฉากนี้ในพื้นที่เขียน
เปิดฉากในฉบับร่างก่อน จึงจะซิงก์คุณสมบัติได้,เปิดฉากในฉบับร่างก่อน จึงจะซิงก์คุณสมบัติได้
เปิดฉากในพื้นที่เขียน โดยยังเห็นผังเป็นแผงข้าง ๆ,เปิดฉากในพื้นที่เขียน โดยยังเห็นผังเป็นแผงข้าง ๆ
เปิดฉากบทภาพยนตร์ก่อน,เปิดฉากบทภาพยนตร์ก่อน
เปิดฉากบทภาพยนตร์ก่อนจึงจะตรวจได้,เปิดฉากบทภาพยนตร์ก่อนจึงจะตรวจได้
เปิดฉากบทภาพยนตร์ก่อนจึงจะทำรายงานได้,เปิดฉากบทภาพยนตร์ก่อนจึงจะทำรายงานได้
(เปิดฉากเพื่อดู Navigation),(เปิดฉากเพื่อดู Navigation)
เปิดใช้หัวกระดาษ,เปิดใช้หัวกระดาษ
เปิด/ดู,เปิด/ดู
เปิดตัวดู log,เปิดตัวดู log
เปิด/ปิดช่องค้นหา,เปิด/ปิดช่องค้นหา
เปิดโปรเจกต์,เปิดโปรเจกต์
เปิดโปรเจกต์: ,เปิดโปรเจกต์: 
เปิดโปรเจกต์… ({0}+O),เปิดโปรเจกต์… ({0}+O)
เปิดโปรเจกต์ก่อน,เปิดโปรเจกต์ก่อน
เปิดโปรเจกต์ก่อนจึงจะจดบันทึกได้,เปิดโปรเจกต์ก่อนจึงจะจดบันทึกได้
เปิดโปรเจกต์ก่อน จึงจะนำเข้าคำแปลได้,เปิดโปรเจกต์ก่อน จึงจะนำเข้าคำแปลได้
เปิดโปรเจกต์ก่อนจึงจะมีประวัติ,เปิดโปรเจกต์ก่อนจึงจะมีประวัติ
เปิดโปรเจกต์ก่อนจึงจะมีสารานุกรม,เปิดโปรเจกต์ก่อนจึงจะมีสารานุกรม
เปิดโปรเจกต์ก่อน จึงจะส่งออกเป็น .zip ได้,เปิดโปรเจกต์ก่อน จึงจะส่งออกเป็น .zip ได้
เปิดโปรเจกต์ก่อนจึงตั้งค่า AI ได้,เปิดโปรเจกต์ก่อนจึงตั้งค่า AI ได้
เปิดโปรเจกต์ก่อน แล้วเซสชันแชทจะถูกเก็บใน Sessions/ ของโปรเจกต์นั้น,เปิดโปรเจกต์ก่อน แล้วเซสชันแชทจะถูกเก็บใน Sessions/ ของโปรเจกต์นั้น
เปิดโปรเจกต์ล่าสุดเมื่อเริ่มโปรแกรม (ข้ามหน้าแรก),เปิดโปรเจกต์ล่าสุดเมื่อเริ่มโปรแกรม (ข้ามหน้าแรก)
