meta.code,en
ui.maps.sideEntities,Characters · places
ui.maps.sideHide,Hide the side bar
ui.maps.sideNoEntities,No Wiki pages yet — create characters/places in the Explorer
ui.maps.sideParentTip,Up to the parent map
ui.maps.sideScenes,Scenes on this map ({0})
ui.maps.sideSearchPh,Search names…
ui.maps.sideShow,Show the side bar
ui.maps.sideSubMaps,Sub-maps
ui.maps.sideZones,Zones
ui.maps.sizePin,Pin size
ui.maps.tableGrid,Grid
ui.maps.textUnderBarPart,Text under the scale bar
ui.maps.timeDH,{0}d {1}h
ui.maps.timeHM,{0}h {1}m
ui.maps.timeM,{0} min
ui.maps.topImage,North is at the top of the image
ui.maps.travelCar,Car
ui.maps.travelCart,Cart
ui.maps.travelHorse,Horse
ui.maps.travelShip,Ship
ui.maps.travelWalk,On foot
ui.maps.unitKm,{0} km
ui.maps.unitKm2,{0} km²
ui.maps.unitM,{0} m
ui.maps.unitM2,{0} m²
ui.maps.zone,Zone
ui.maps.zoneDelete,Delete zone
ui.maps.zoneDeleteQ,"Delete the zone ""{0}""?"
ui.maps.zoneDone,"Created the zone ""{0}"""
ui.maps.zoneDraw,Draw a zone (area)
ui.maps.zoneDrawHere,Draw a new zone
ui.maps.zoneDrawHint,Click around the area point by point · double-click/Enter = done · Backspace = undo point · Esc = cancel
ui.maps.zoneDrawing,"Drawing zone ""{0}"" · {1} {1|point|points}"
ui.maps.zoneEditPts,Edit zone points
ui.maps.zoneName,Zone name
ui.maps.zoneNeed3,A zone needs at least 3 points
ui.maps.zoneRecolor,Change zone color
ui.maps.zoneRename,Rename zone
ui.maps.zoneTip,Draw a polygon zone (area) — it sits on the bottom layer under pins
ui.maps.zoneVertexTip,Drag to move the point · right-click = delete it
ui.maps.zoomInCtrlWheel,Zoom in (mouse wheel)
ui.maps.zoomOutCtrlWheel,Zoom out (mouse wheel)
ui.maps.zoomSliderTip,Zoom level (the mouse wheel works too)
ui.menu.ai,AI
ui.menu.aIAnalyzePaceStory,AI analysis (pacing · characters · repeated words)
ui.menu.aiHubPanel,AI Hub
ui.menu.alignLeftL,Align left
ui.menu.allFile,All files
ui.menu.arrangeAreaRun,Arrange workspace
ui.menu.assistantWriteExpandSummarize,Writing assistant (Expand/Summarize/Rewrite)…
ui.menu.backlinksPanelB,Mentions
ui.menu.backVersionLatestRevert,Revert to the last saved version
ui.menu.blockCode,Code block
ui.menu.boardMoodMoodBoard,Mood Board — opens as a side panel; drag images onto it
ui.menu.btnFloatCornerRight,"Floating button, bottom right (FAB)"
ui.menu.cancelSplitPageScreen,Unsplit screen
ui.menu.caseBigSmall,Upper/lower case (free)
ui.menu.centerK,Center
ui.menu.chapterFilm,Script
ui.menu.cheatsheet,Keyboard shortcuts…
ui.menu.checkAlwaysCharacter,Check character consistency…
ui.menu.checkBeforePrintExport,Check before printing/exporting
ui.menu.checkChapterListError,Check the whole script (error list)…
ui.menu.checkFindErrorU,Find the next error
ui.menu.checkFindWordDup,Find repeated words · word usage statistics (Word History)…
ui.menu.checkPlotHole,Check for plot holes…
ui.menu.checkUpdate,Check for updates…
ui.menu.clearFormatSpace,Clear formatting
ui.menu.closeAllTabW,Close all tabs
ui.menu.closeTabW,Close tab
ui.menu.codexCodex,Encyclopedia (Codex)
ui.menu.collapse,Shrink
ui.menu.collapseUI,Shrink UI
ui.menu.commentScenePanel,Comments in this scene (panel)
ui.menu.compareChapter,Compare scripts…
ui.menu.consoleDev,Developer console…
ui.menu.copyC,Copy
ui.menu.coverTitlePages,Title Pages…
ui.menu.cut,Cut
ui.menu.cutX,Cut
ui.menu.dashLineUnderU,Underline
ui.menu.dashX,Strikethrough
ui.menu.dataResultTaskAuthor,Project info (author · agent · copyright)…
ui.menu.delDelete,Delete
ui.menu.delElementType,Delete elements by type…
ui.menu.delLineDelete,Delete the whole line
ui.menu.developer,Developer
ui.menu.dialoguePanel,All dialogue
ui.menu.dlgbPanel,Rehearsal Room
ui.menu.doZ,Undo
ui.menu.edit,Edit
ui.menu.editIIAuto,Automatically change a lone i to I
ui.menu.editItemFirstSentence,Automatically capitalise the first letter of a sentence
ui.menu.exitApp,Quit
ui.menu.expand,Enlarge
ui.menu.expandUI,Enlarge UI
ui.menu.exportHub,Export…
ui.menu.exportLangCSVKey,Export language as CSV (key · Thai · English)…
ui.menu.exportLayoutPanelJSON,Export panel layout (JSON)…
ui.menu.exportProjectZip,Whole project as ZIP…
ui.menu.exportTop,Export
ui.menu.exportWorkFlowSteps,Edit export workflow steps…
ui.menu.file,File
ui.menu.file2,File
ui.menu.fitWidePagePaper,Fit to page width
ui.menu.fmtCsv,CSV table
ui.menu.fmtGeojson,GeoJSON (real coordinates)
ui.menu.fmtHtml,HTML page
ui.menu.fmtJson,JSON
ui.menu.fmtMd,Markdown
ui.menu.fmtPng,PNG image
ui.menu.fmtPrint,Print…
ui.menu.fmtSvg,SVG vector image
ui.menu.fmtZip,ZIP (images in use)
ui.menu.fontLangOther,Fonts by language (Thai/Latin/other)…
ui.menu.forceCaseBigOnly,Force upper case for specific types
ui.menu.forcePrintBigFormat,Force upper case per the standard script format (scene headings · character names · transitions)
ui.menu.format,Format
ui.menu.format2,Format
ui.menu.formatNovelParaRange,Novel format (paragraphs · line spacing · headings)…
ui.menu.fullLineJ,Justify
ui.menu.fullScreen,Full screen
ui.menu.graphAreaFloorPlan,Floor Plan
ui.menu.graphDialogueNextPage,Dialogue per page chart (Dialogue Chart)…
ui.menu.graphStoryBreakBranch,Branching story chart (Branch Tree)
ui.menu.heading,Heading {0} ({1}+{2})
ui.menu.headPaperAllPage,Page Headers…
ui.menu.help,Help
ui.menu.help2,Help
ui.menu.hidePageLineShot,Hide line-prefix codes (. @ > $shot # …)
ui.menu.hidePanelSideLeft,Hide left-side panels
ui.menu.hidePanelSideRight,Hide right-side panels
ui.menu.hideShowPanelAll,Hide/show all panels
ui.menu.historyDecide,Decision history…
ui.menu.imageCaseChangeCase,Change Case
ui.menu.imageNotUse,Unused images
ui.menu.imagePNG,PNG image
ui.menu.imageSVG,SVG vector image
ui.menu.importLangCSV,Import language from CSV…
ui.menu.importScreenplayFountainFDX,Import screenplay… (Fountain · FDX · Celtx · Fade In · Adobe Story)
ui.menu.importScrivenerScrivI,Import from Scrivener (.scriv)…
ui.menu.insertImage,Insert image…
ui.menu.insertLine,Insert divider (---)
ui.menu.insertShortcode,Insert shortcode…
ui.menu.itemBoldB,Bold
ui.menu.itemI,Italic
ui.menu.kanbanBoardStatus,Status board (Kanban)
ui.menu.libraryImageG,Image library
ui.menu.libraryImageGalleryG,Image library (Gallery)
ui.menu.lineTimeTimeline,Timeline
ui.menu.listHeadingCollapse,Bulleted list
ui.menu.listItemNum,Numbered list
ui.menu.manageBookDraftBooks,Manage books and drafts (Books)
ui.menu.managePanelShowHide,Manage panels (show/hide)…
ui.menu.manageSmartTypeDelWord,Manage SmartType (remove wrongly remembered words)…
ui.menu.manageStatusScene,Manage scene statuses…
ui.menu.manageTabColorVisual,Manage colour tags (Visual Tags)…
ui.menu.mapChar,Special character map…
ui.menu.mapMaps,Maps
ui.menu.modeDoc,Document mode
ui.menu.modeFocusD,Focus mode
ui.menu.modeReadFullScreen,Reading mode (full screen)
ui.menu.modeTypewriterT,Typewriter mode
ui.menu.newChoiceTextScene,Create choices from [text] in this scene
ui.menu.newDialogue,Generate dialogue…
ui.menu.newProjectNewN,New project…
ui.menu.newProjectTemplate,New project from template…
ui.menu.newWorldWorldbuilding,Worldbuilding…
ui.menu.noteQuick,Quick note…
ui.menu.numSceneHeadScene,"Scene numbers (beside scene headings, both sides)"
ui.menu.onsetToggle,Problem scene: switch original/revised
ui.menu.openDevToolsChromium,Open Chromium DevTools
ui.menu.openLibraryImageG,Open the image library
ui.menu.openProjectO,Open project…
ui.menu.openReleases,Released versions
ui.menu.openRepo,Project page on GitHub
ui.menu.page,Go to page…
ui.menu.pageChapterG,Go to page/chapter…
ui.menu.pageFirst,Go to the first page
ui.menu.pageFirstHasIn,Home has its own entry: menu View → Home
ui.menu.pageFirstHome,Home
ui.menu.pageGuides,Page margin guides
ui.menu.pageListCharacterCast,Cast of Characters page…
ui.menu.pageNumRightTopPaper,Page numbers (top right of the page)
ui.menu.pagePaperGapMargin2,Paper · margins…
ui.menu.pageSceneG,Go to page/scene…
ui.menu.panel,Panels
ui.menu.panelAIAssistantWrite,AI writing assistant panel
ui.menu.panelGroupAI,— AI —
ui.menu.panelGroupPlan,— Planning —
ui.menu.panelGroupReview,— Review —
ui.menu.panelGroupWrite,— Writing —
ui.menu.panelPairPlannerPlanner,Planner's companion panel — the Planner opens/closes it based on what's selected on the board
ui.menu.panelStoryStarter,Story Starter panel
ui.menu.partNameVO,Character name extension (V.O. · O.S. · cont'd)…
ui.menu.paste,Paste
ui.menu.pasteStyleTextV,Paste as plain text
ui.menu.pasteV,Paste
ui.menu.pickAll,Select all
ui.menu.pickAllA,Select all
ui.menu.plannerBoardPlanner,Planning board
ui.menu.pluginsPanel,Plugins
ui.menu.printP,Print…
ui.menu.project,Back up the project now
ui.menu.projectDoctor,Project health check
ui.menu.projectExplorer,Project (Explorer)
ui.menu.projectLatest,Recent projects
ui.menu.projectReplace,Find and replace in project
ui.menu.propsSceneFileMd,Sync scene properties from the .md file (after editing the file outside the app)
ui.menu.repeatY,Redo
ui.menu.reportCharacterReport,Character Report…
ui.menu.reportPlaceLocationReport,Location Report…
ui.menu.resetLayoutPanelAll,Reset the whole panel layout
ui.menu.resetZoom,Reset zoom
ui.menu.revealActive,Reveal Open File in Explorer
ui.menu.rightR,Align right
ui.menu.save,Save as…
ui.menu.saveAllS,Save all
ui.menu.saveChangeChangelog,Changelog
ui.menu.saveLog,Log
ui.menu.saveRunAppLog,App activity log…
ui.menu.saveS,Save
ui.menu.scene,Go to scene…
ui.menu.screenplayAllFountainFDX,"Screenplays in all formats (Fountain, FDX, Celtx, Adobe Story, Fade In Pro)"
ui.menu.script,Script
ui.menu.searchF,Find…
ui.menu.searchFileQuickO,Quick open file…
ui.menu.searchProjectF,Search the whole project
ui.menu.searchProjectF2,Search the whole project…
ui.menu.sessionNew,New chat session
ui.menu.setPrintBigLine,Set upper case per line type (format table)…
ui.menu.settingsAI,AI settings…
ui.menu.settingsAIProviderCredential,AI settings (provider · Credential · model · parameters)…
ui.menu.settingsGroup,Settings
ui.menu.settingsProject,Project settings…
ui.menu.showFormatLineMargin,Show formatting (element outlines + end-of-line marks)
ui.menu.showNumLineLeft,Show line numbers (left rail of the panel)
ui.menu.sizeUIBarTool,UI size (toolbars/panels/dialogs)
ui.menu.sizeUINormal,Normal UI size (100%)
ui.menu.soundTypewriterPrint,Typewriter sound while typing
ui.menu.splitLeftRight,Split left-right
ui.menu.splitPageScreenSplit,Split View
ui.menu.splitTopBottom,Split top-bottom
ui.menu.sprint,Writing sprint
ui.menu.storyNetworkGraphRelation,Relationship map
ui.menu.storyTools,Story tools
ui.menu.storyYoursDialogPrev,Chat with your story (old dialog)…
ui.menu.suggestTitle,Suggest a title…
ui.menu.summaryBodyProject,Summarise the project…
ui.menu.tableCSV,CSV table
ui.menu.textCaseCycleU,Cycle letter case
ui.menu.textContCONTINUEDMORE,Continuation text (CONTINUED · MORE · cont'd)
ui.menu.textNormal,Normal text
ui.menu.theme,Colour theme
ui.menu.thesaurusT,Thesaurus…
ui.menu.toggleModeNovelChapter,Switch mode novel ↔ screenplay
ui.menu.tool,Tools
ui.menu.toolbarCfg,Customize toolbar…
ui.menu.trialPlayStoryBreak,Play-test the branching story (Player Mode)
ui.menu.view,View
ui.menu.viewChapter,Script view
ui.menu.viewNoteAll,View all notes…
ui.menu.viewPagePaper,Page view
ui.menu.wordSpeakLift,Block quote
ui.menu.workY,Workspaces…
ui.menu.zoom,Zoom
ui.nav.clearColor,Clear colour
ui.nav.clearFilter,Clear all filters
ui.nav.colLoc,LINE / PAGE
ui.nav.colText,TEXT
ui.nav.flagBreak,Forced page break
ui.nav.flagChoice,Branch point (this scene has choices)
ui.nav.flagColor,Colour tagged
ui.nav.flagComment,Has an open comment
ui.nav.flagEmpty,Nothing written yet
ui.nav.flagLocked,Scene is locked
ui.nav.flagStar,Starred
ui.nav.flagTodo,Has a TODO / ??? marker
ui.nav.grpBeat,Paragraphs
ui.nav.grpDialog,Characters
ui.nav.grpHead,Headings
ui.nav.grpNote,Notes
ui.nav.grpScene,Scenes
ui.nav.grpTrans,Transitions
ui.nav.legendBold,Bold = a branching choice point
ui.nav.legendRow,Left colour bar = a tag you set (right-click a row)
ui.nav.legendTitle,What the marks mean
ui.nav.noMatch,Nothing matches the filter
ui.nav.onlyStar,Starred only
ui.nav.pageAbbr,p.
ui.nav.pageOf,Page {0}/{1}
ui.nav.rowCount,{0} {0|row|rows}
ui.nav.searchPh,Search the outline…
ui.nav.setFind,navigation outline paging filter marks legend
ui.nav.setHint,Choose whether the navigation panel is one long scrolling list or is split into pages.
ui.nav.setMode,Layout
ui.nav.setModePage,Split into pages
ui.nav.setModeScroll,One long list (scroll bar)
ui.nav.setPerPage,Rows per page
ui.nav.setPerPageHint,"Only used in ""Split into pages"" mode — 5 to 500 rows."
ui.nav.setTitle,Navigation panel
ui.nav.star,Star this point
ui.nav.unstar,Remove star
ui.net.actPart,Act/part
ui.net.addBookNew,+ Add a new book…
ui.net.addScene,+ Add scene…
ui.net.appear,Appear together
ui.net.appearScene,Appear together in scenes
ui.net.bgGraph,Chart background
ui.net.bgGraphItemFilm,Chart background / text
ui.net.bgLabelNode,Node label background
ui.net.btnCenterWheel,Middle button (wheel)
ui.net.busyLoad,Loading…
ui.net.changeName,Rename…
ui.net.changeNameChapter,Rename chapter…
ui.net.clickLeft,Left click
ui.net.clickNodeOpenPage,Click a node = open its page · drag empty space or over a node = pan the chart (nodes don't move)
ui.net.clickNodeOpenPage2,Click a node = open its page for editing
ui.net.clickOpen,Double-click = open
ui.net.clickRight,Right click
ui.net.colorGroupHint,Click a swatch or type a hex code · empty = default
ui.net.colorLineLinkOther,Other link colours
ui.net.colorLineTypeRelation,Line colours (by relationship type)
ui.net.colorNodeCat,Node colours (by category)
ui.net.delChapterChapter,Delete the whole chapter
ui.net.dragAreaEmptyScroll,Drag with {0} on empty space = pan the chart
ui.net.dragBgScrollWheel,Drag background = pan · wheel = zoom · drag node = move · Shift+click = push · double-click = open · right-click = menu
ui.net.dragNodeMovePos,Drag a node to move it
ui.net.dragViewD,Drag with {0} = rotate the 3D view
ui.net.findDisk,Find on disk
ui.net.hide,Hide
ui.net.hollowGrid,Grid opacity: 
ui.net.hollowGrid2,Grid opacity: 12%
ui.net.itemFilmNameNode,Node name text
ui.net.line,⦿ {0}{1} · {2} {2|link|links} · 
ui.net.lineGrid,Grid lines
ui.net.linkBetweenScene,Links between scenes
ui.net.linkScene,Scene links
ui.net.loadError,Load error
ui.net.marginNode,Node border
ui.net.marginNodeActPoint,Node border on hover
ui.net.mention,Mentions
ui.net.msg,Is in
ui.net.newCharacterPlaceLegend,Create characters/locations/items/lore in the Wiki
ui.net.notFoundNewCharacter,No entities found — create characters/locations in the Wiki first
ui.net.notHasWiki,No entities in the Wiki yet
ui.net.open,Open
ui.net.open2,Open
ui.net.openBook,Open book
ui.net.openChapter,Open chapter
ui.net.openModeDDone,"(in 3D mode, drag with {0} = rotate the view)"
ui.net.presetApplied,"Applied colour set ""{0}"""
ui.net.presetCustom,— custom —
ui.net.presetDel,Delete set
ui.net.presetDelAsk,"Delete colour set ""{0}"""
ui.net.presetDelNo,Built-in sets cannot be deleted
ui.net.presetHint,"Pick a set to recolour the whole graph — tweak individual colours, then save as a new set"
ui.net.presetLabel,Colour preset
ui.net.presetSave,Save as new set
ui.net.presetSaveAsk,Name your colour set
ui.net.presetSaved,"Saved colour set ""{0}"""
ui.net.repeat,Redo
ui.net.reset,Reset
ui.net.resetView,Reset view
ui.net.scene,Entity ↔ scene
ui.net.scene2,Entity↔scene
ui.net.sceneChapter, (+{0} {0|scene|scenes}/chapters)
ui.net.search,Search…
ui.net.shiftClickNodeResult,Shift+click a node = push the surrounding nodes away
ui.net.showGrid,Show grid
ui.net.showImageCollapse,Show thumbnails
ui.net.showItemFilmName,Show text (names under nodes)
ui.net.sizeGrid,Grid size: 
ui.net.sizeGridPx,Grid size: 60px
